Region,State,Plant,ORSPL,Unit,Full Name,County,Generation
Mid-Atlantic,NJ,Sayreville,2390,012001,Sayreville 012001,Middlesex County,274.13
Mid-Atlantic,NJ,Sayreville,2390,014001,Sayreville 014001,Middlesex County,252.47
Mid-Atlantic,NJ,Sayreville,2390,015001,Sayreville 015001,Middlesex County,342.96
Mid-Atlantic,NJ,Sayreville,2390,016001,Sayreville 016001,Middlesex County,263.18
Mid-Atlantic,NJ,Gilbert Generating Station,2393,04,Gilbert Generating Station 04,Hunterdon County,2972.31
Mid-Atlantic,NJ,Gilbert Generating Station,2393,05,Gilbert Generating Station 05,Hunterdon County,3139.21
Mid-Atlantic,NJ,Gilbert Generating Station,2393,06,Gilbert Generating Station 06,Hunterdon County,4211.68
Mid-Atlantic,NJ,Gilbert Generating Station,2393,07,Gilbert Generating Station 07,Hunterdon County,3693.97
Mid-Atlantic,NJ,Gilbert Generating Station,2393,9,Gilbert Generating Station 9,Hunterdon County,2065.08
Mid-Atlantic,NJ,Bergen Generating Station,2398,1101,Bergen Generating Station 1101,Bergen County,195191.72
Mid-Atlantic,NJ,Bergen Generating Station,2398,1201,Bergen Generating Station 1201,Bergen County,188786.64
Mid-Atlantic,NJ,Bergen Generating Station,2398,1301,Bergen Generating Station 1301,Bergen County,200127.82
Mid-Atlantic,NJ,Bergen Generating Station,2398,1401,Bergen Generating Station 1401,Bergen County,114990.19
Mid-Atlantic,NJ,Bergen Generating Station,2398,2101,Bergen Generating Station 2101,Bergen County,689225.13
Mid-Atlantic,NJ,Bergen Generating Station,2398,2201,Bergen Generating Station 2201,Bergen County,870308.33
Mid-Atlantic,NJ,Burlington Generating Station,2399,121,Burlington Generating Station 121,Burlington County,4089.42
Mid-Atlantic,NJ,Burlington Generating Station,2399,122,Burlington Generating Station 122,Burlington County,3783.14
Mid-Atlantic,NJ,Burlington Generating Station,2399,123,Burlington Generating Station 123,Burlington County,3517.83
Mid-Atlantic,NJ,Burlington Generating Station,2399,124,Burlington Generating Station 124,Burlington County,3743.41
Mid-Atlantic,NJ,Essex,2401,35001,Essex 35001,Essex County,6378.69
Mid-Atlantic,NJ,Hudson Generating Station,2403,2,Hudson Generating Station 2,Hudson County,19902.32
Mid-Atlantic,NJ,Kearny Generating Station,2404,121,Kearny Generating Station 121,Hudson County,17903.28
Mid-Atlantic,NJ,Kearny Generating Station,2404,122,Kearny Generating Station 122,Hudson County,18373.07
Mid-Atlantic,NJ,Kearny Generating Station,2404,123,Kearny Generating Station 123,Hudson County,16725.23
Mid-Atlantic,NJ,Kearny Generating Station,2404,124,Kearny Generating Station 124,Hudson County,17461.65
Mid-Atlantic,NJ,Kearny Generating Station,2404,131,Kearny Generating Station 131,Hudson County,22913.43
Mid-Atlantic,NJ,Kearny Generating Station,2404,132,Kearny Generating Station 132,Hudson County,20812.39
Mid-Atlantic,NJ,Kearny Generating Station,2404,133,Kearny Generating Station 133,Hudson County,20913.66
Mid-Atlantic,NJ,Kearny Generating Station,2404,134,Kearny Generating Station 134,Hudson County,20773.31
Mid-Atlantic,NJ,Kearny Generating Station,2404,141,Kearny Generating Station 141,Hudson County,47893.18
Mid-Atlantic,NJ,Kearny Generating Station,2404,142,Kearny Generating Station 142,Hudson County,47659.74
Mid-Atlantic,NJ,Linden Generating Station,2406,5,Linden Generating Station 5,Union County,9402.15
Mid-Atlantic,NJ,Linden Generating Station,2406,6,Linden Generating Station 6,Union County,9365.82
Mid-Atlantic,NJ,Linden Generating Station,2406,7,Linden Generating Station 7,Union County,4636.1
Mid-Atlantic,NJ,Linden Generating Station,2406,8,Linden Generating Station 8,Union County,5322.77
Mid-Atlantic,NJ,Linden Generating Station,2406,1101,Linden Generating Station 1101,Union County,1155258.76
Mid-Atlantic,NJ,Linden Generating Station,2406,1201,Linden Generating Station 1201,Union County,1027679.32
Mid-Atlantic,NJ,Linden Generating Station,2406,2101,Linden Generating Station 2101,Union County,1347097.11
Mid-Atlantic,NJ,Linden Generating Station,2406,2201,Linden Generating Station 2201,Union County,1480321.73
Mid-Atlantic,NJ,Mercer Generating Station,2408,1,Mercer Generating Station 1,Mercer County,0
Mid-Atlantic,NJ,Mercer Generating Station,2408,2,Mercer Generating Station 2,Mercer County,0
Mid-Atlantic,NJ,Salem Generating Station,2410,2001,Salem Generating Station 2001,Salem County,62
Mid-Atlantic,NJ,Sewaren Generating Station,2411,1,Sewaren Generating Station 1,Middlesex County,8535.66
Mid-Atlantic,NJ,Sewaren Generating Station,2411,2,Sewaren Generating Station 2,Middlesex County,9149.24
Mid-Atlantic,NJ,Sewaren Generating Station,2411,3,Sewaren Generating Station 3,Middlesex County,10260.18
Mid-Atlantic,NJ,Sewaren Generating Station,2411,4,Sewaren Generating Station 4,Middlesex County,8330.64
Mid-Atlantic,NJ,Sewaren Generating Station,2411,7,Sewaren Generating Station 7,Middlesex County,0
Mid-Atlantic,NJ,Howard M Down,2434,U11,Howard M Down U11,Cumberland County,114133.23
Carolinas,SC,AbiBow US Inc. - Catawba Operations,2440,001,AbiBow US Inc. - Catawba Operations 001,York County,0
Southwest,NM,Four Corners Steam Elec Station,2442,4,Four Corners Steam Elec Station 4,San Juan County,4221464.19
Southwest,NM,Four Corners Steam Elec Station,2442,5,Four Corners Steam Elec Station 5,San Juan County,2836197.38
Southwest,NM,Rio Grande,2444,6,Rio Grande 6,Dona Ana County,67672.18
Southwest,NM,Rio Grande,2444,7,Rio Grande 7,Dona Ana County,128507.24
Southwest,NM,Rio Grande,2444,8,Rio Grande 8,Dona Ana County,539664.28
Southwest,NM,Rio Grande,2444,9,Rio Grande 9,Dona Ana County,146347.1
Central,NM,Maddox,2446,051B,Maddox 051B,Lea County,389979.31
Southwest,NM,Reeves Generating Station,2450,1,Reeves Generating Station 1,Bernalillo County,30840.93
Southwest,NM,Reeves Generating Station,2450,2,Reeves Generating Station 2,Bernalillo County,19036.37
Southwest,NM,Reeves Generating Station,2450,3,Reeves Generating Station 3,Bernalillo County,46377.25
Southwest,NM,San Juan,2451,1,San Juan 1,San Juan County,2481790.43
Southwest,NM,San Juan,2451,2,San Juan 2,San Juan County,2172695.26
Southwest,NM,San Juan,2451,3,San Juan 3,San Juan County,3489703.02
Southwest,NM,San Juan,2451,4,San Juan 4,San Juan County,3833600.13
Central,NM,Cunningham,2454,121B,Cunningham 121B,Lea County,148858.91
Central,NM,Cunningham,2454,122B,Cunningham 122B,Lea County,543871.18
Central,NM,Cunningham,2454,123T,Cunningham 123T,Lea County,89779.82
Central,NM,Cunningham,2454,124T,Cunningham 124T,Lea County,140287.54
New York,NY,Danskammer Generating Station,2480,1,Danskammer Generating Station 1,Orange County,994.96
New York,NY,Danskammer Generating Station,2480,2,Danskammer Generating Station 2,Orange County,956.12
New York,NY,Danskammer Generating Station,2480,3,Danskammer Generating Station 3,Orange County,2205
New York,NY,Danskammer Generating Station,2480,4,Danskammer Generating Station 4,Orange County,5383.61
New York,NY,Arthur Kill,2490,20,Arthur Kill 20,Richmond County,613502.8
New York,NY,Arthur Kill,2490,30,Arthur Kill 30,Richmond County,282992.75
New York,NY,Arthur Kill,2490,CT0001,Arthur Kill CT0001,Richmond County,243.75
New York,NY,East River,2493,1,East River 1,New York County,1268411.5
New York,NY,East River,2493,2,East River 2,New York County,1312287.25
New York,NY,East River,2493,60,East River 60,New York County,0
New York,NY,East River,2493,70,East River 70,New York County,0
New York,NY,Gowanus Generating Station,2494,CT01-1,Gowanus Generating Station CT01-1,Kings County,28.8
New York,NY,Gowanus Generating Station,2494,CT01-2,Gowanus Generating Station CT01-2,Kings County,27.2
New York,NY,Gowanus Generating Station,2494,CT01-3,Gowanus Generating Station CT01-3,Kings County,40
New York,NY,Gowanus Generating Station,2494,CT01-4,Gowanus Generating Station CT01-4,Kings County,36.8
New York,NY,Gowanus Generating Station,2494,CT01-5,Gowanus Generating Station CT01-5,Kings County,67.2
New York,NY,Gowanus Generating Station,2494,CT01-6,Gowanus Generating Station CT01-6,Kings County,32
New York,NY,Gowanus Generating Station,2494,CT01-7,Gowanus Generating Station CT01-7,Kings County,368
New York,NY,Gowanus Generating Station,2494,CT01-8,Gowanus Generating Station CT01-8,Kings County,72
New York,NY,Gowanus Generating Station,2494,CT02-1,Gowanus Generating Station CT02-1,Kings County,350.4
New York,NY,Gowanus Generating Station,2494,CT02-2,Gowanus Generating Station CT02-2,Kings County,169.6
New York,NY,Gowanus Generating Station,2494,CT02-3,Gowanus Generating Station CT02-3,Kings County,163.2
New York,NY,Gowanus Generating Station,2494,CT02-4,Gowanus Generating Station CT02-4,Kings County,126.4
New York,NY,Gowanus Generating Station,2494,CT02-5,Gowanus Generating Station CT02-5,Kings County,192
New York,NY,Gowanus Generating Station,2494,CT02-6,Gowanus Generating Station CT02-6,Kings County,180.8
New York,NY,Gowanus Generating Station,2494,CT02-7,Gowanus Generating Station CT02-7,Kings County,160
New York,NY,Gowanus Generating Station,2494,CT02-8,Gowanus Generating Station CT02-8,Kings County,124.8
New York,NY,Gowanus Generating Station,2494,CT03-1,Gowanus Generating Station CT03-1,Kings County,331.5
New York,NY,Gowanus Generating Station,2494,CT03-2,Gowanus Generating Station CT03-2,Kings County,168
New York,NY,Gowanus Generating Station,2494,CT03-3,Gowanus Generating Station CT03-3,Kings County,246
New York,NY,Gowanus Generating Station,2494,CT03-4,Gowanus Generating Station CT03-4,Kings County,346.5
New York,NY,Gowanus Generating Station,2494,CT03-5,Gowanus Generating Station CT03-5,Kings County,193.5
New York,NY,Gowanus Generating Station,2494,CT03-6,Gowanus Generating Station CT03-6,Kings County,244.5
New York,NY,Gowanus Generating Station,2494,CT03-7,Gowanus Generating Station CT03-7,Kings County,88.5
New York,NY,Gowanus Generating Station,2494,CT03-8,Gowanus Generating Station CT03-8,Kings County,75
New York,NY,Gowanus Generating Station,2494,CT04-1,Gowanus Generating Station CT04-1,Kings County,33
New York,NY,Gowanus Generating Station,2494,CT04-2,Gowanus Generating Station CT04-2,Kings County,28.5
New York,NY,Gowanus Generating Station,2494,CT04-3,Gowanus Generating Station CT04-3,Kings County,49.5
New York,NY,Gowanus Generating Station,2494,CT04-4,Gowanus Generating Station CT04-4,Kings County,28.5
New York,NY,Gowanus Generating Station,2494,CT04-5,Gowanus Generating Station CT04-5,Kings County,24
New York,NY,Gowanus Generating Station,2494,CT04-6,Gowanus Generating Station CT04-6,Kings County,84
New York,NY,Gowanus Generating Station,2494,CT04-7,Gowanus Generating Station CT04-7,Kings County,28.5
New York,NY,Gowanus Generating Station,2494,CT04-8,Gowanus Generating Station CT04-8,Kings County,28.5
New York,NY,Hudson Avenue,2496,CT0003,Hudson Avenue CT0003,Kings County,1246
New York,NY,Hudson Avenue,2496,CT0004,Hudson Avenue CT0004,Kings County,350
New York,NY,Hudson Avenue,2496,CT0005,Hudson Avenue CT0005,Kings County,700
New York,NY,Narrows Generating Station,2499,CT01-1,Narrows Generating Station CT01-1,Kings County,1900.6
New York,NY,Narrows Generating Station,2499,CT01-2,Narrows Generating Station CT01-2,Kings County,1283.5
New York,NY,Narrows Generating Station,2499,CT01-3,Narrows Generating Station CT01-3,Kings County,1655.8
New York,NY,Narrows Generating Station,2499,CT01-4,Narrows Generating Station CT01-4,Kings County,1446.7
New York,NY,Narrows Generating Station,2499,CT01-5,Narrows Generating Station CT01-5,Kings County,1344.7
New York,NY,Narrows Generating Station,2499,CT01-6,Narrows Generating Station CT01-6,Kings County,1169.6
New York,NY,Narrows Generating Station,2499,CT01-7,Narrows Generating Station CT01-7,Kings County,1057.4
New York,NY,Narrows Generating Station,2499,CT01-8,Narrows Generating Station CT01-8,Kings County,1779.9
New York,NY,Narrows Generating Station,2499,CT02-1,Narrows Generating Station CT02-1,Kings County,1657.5
New York,NY,Narrows Generating Station,2499,CT02-2,Narrows Generating Station CT02-2,Kings County,1409.3
New York,NY,Narrows Generating Station,2499,CT02-3,Narrows Generating Station CT02-3,Kings County,1193.4
New York,NY,Narrows Generating Station,2499,CT02-4,Narrows Generating Station CT02-4,Kings County,1448.4
New York,NY,Narrows Generating Station,2499,CT02-5,Narrows Generating Station CT02-5,Kings County,1259.7
New York,NY,Narrows Generating Station,2499,CT02-6,Narrows Generating Station CT02-6,Kings County,2296.7
New York,NY,Narrows Generating Station,2499,CT02-7,Narrows Generating Station CT02-7,Kings County,2363
New York,NY,Narrows Generating Station,2499,CT02-8,Narrows Generating Station CT02-8,Kings County,2172.6
New York,NY,Ravenswood Generating Station,2500,10,Ravenswood Generating Station 10,Queens County,565797.62
New York,NY,Ravenswood Generating Station,2500,20,Ravenswood Generating Station 20,Queens County,647223.76
New York,NY,Ravenswood Generating Station,2500,30,Ravenswood Generating Station 30,Queens County,485247.92
New York,NY,Ravenswood Generating Station,2500,CT0001,Ravenswood Generating Station CT0001,Queens County,371
New York,NY,Ravenswood Generating Station,2500,CT0004,Ravenswood Generating Station CT0004,Queens County,0
New York,NY,Ravenswood Generating Station,2500,CT0005,Ravenswood Generating Station CT0005,Queens County,0
New York,NY,Ravenswood Generating Station,2500,CT0006,Ravenswood Generating Station CT0006,Queens County,0
New York,NY,Ravenswood Generating Station,2500,CT0007,Ravenswood Generating Station CT0007,Queens County,0
New York,NY,Ravenswood Generating Station,2500,CT0008,Ravenswood Generating Station CT0008,Queens County,0
New York,NY,Ravenswood Generating Station,2500,CT0009,Ravenswood Generating Station CT0009,Queens County,110
New York,NY,Ravenswood Generating Station,2500,CT0010,Ravenswood Generating Station CT0010,Queens County,2298
New York,NY,Ravenswood Generating Station,2500,CT0011,Ravenswood Generating Station CT0011,Queens County,2272
New York,NY,Ravenswood Generating Station,2500,CT02-1,Ravenswood Generating Station CT02-1,Queens County,3559
New York,NY,Ravenswood Generating Station,2500,CT02-2,Ravenswood Generating Station CT02-2,Queens County,3685
New York,NY,Ravenswood Generating Station,2500,CT02-3,Ravenswood Generating Station CT02-3,Queens County,2735
New York,NY,Ravenswood Generating Station,2500,CT02-4,Ravenswood Generating Station CT02-4,Queens County,3879
New York,NY,Ravenswood Generating Station,2500,CT03-1,Ravenswood Generating Station CT03-1,Queens County,3147
New York,NY,Ravenswood Generating Station,2500,CT03-2,Ravenswood Generating Station CT03-2,Queens County,3389
New York,NY,Ravenswood Generating Station,2500,CT03-3,Ravenswood Generating Station CT03-3,Queens County,0
New York,NY,Ravenswood Generating Station,2500,CT03-4,Ravenswood Generating Station CT03-4,Queens County,3954
New York,NY,Ravenswood Generating Station,2500,UCC001,Ravenswood Generating Station UCC001,Queens County,1448734.72
New York,NY,59th Street,2503,BLR114,59th Street BLR114,New York County,0
New York,NY,59th Street,2503,BLR115,59th Street BLR115,New York County,0
New York,NY,59th Street,2503,BLR116,59th Street BLR116,New York County,0
New York,NY,59th Street,2503,BLR117,59th Street BLR117,New York County,0
New York,NY,59th Street,2503,BLR118,59th Street BLR118,New York County,0
New York,NY,59th Street,2503,CT0001,59th Street CT0001,New York County,98
New York,NY,74th Street,2504,120,74th Street 120,New York County,0
New York,NY,74th Street,2504,121,74th Street 121,New York County,0
New York,NY,74th Street,2504,122,74th Street 122,New York County,0
New York,NY,74th Street,2504,CT0001,74th Street CT0001,New York County,112
New York,NY,74th Street,2504,CT0002,74th Street CT0002,New York County,56
New York,NY,E F Barrett,2511,10,E F Barrett 10,Nassau County,900924
New York,NY,E F Barrett,2511,20,E F Barrett 20,Nassau County,464078.25
New York,NY,E F Barrett,2511,U00004,E F Barrett U00004,Nassau County,5471
New York,NY,E F Barrett,2511,U00005,E F Barrett U00005,Nassau County,2448
New York,NY,E F Barrett,2511,U00006,E F Barrett U00006,Nassau County,3692
New York,NY,E F Barrett,2511,U00007,E F Barrett U00007,Nassau County,4499
New York,NY,E F Barrett,2511,U00008,E F Barrett U00008,Nassau County,3356
New York,NY,E F Barrett,2511,U00009,E F Barrett U00009,Nassau County,2304
New York,NY,E F Barrett,2511,U00010,E F Barrett U00010,Nassau County,0
New York,NY,E F Barrett,2511,U00011,E F Barrett U00011,Nassau County,2933
New York,NY,E F Barrett,2511,U00012,E F Barrett U00012,Nassau County,4813
New York,NY,E F Barrett,2511,U00013,E F Barrett U00013,Nassau County,4813
New York,NY,E F Barrett,2511,U00014,E F Barrett U00014,Nassau County,4435
New York,NY,E F Barrett,2511,U00015,E F Barrett U00015,Nassau County,4435
New York,NY,E F Barrett,2511,U00016,E F Barrett U00016,Nassau County,9487
New York,NY,E F Barrett,2511,U00017,E F Barrett U00017,Nassau County,9487
New York,NY,E F Barrett,2511,U00018,E F Barrett U00018,Nassau County,7158
New York,NY,E F Barrett,2511,U00019,E F Barrett U00019,Nassau County,7158
New York,NY,East Hampton Facility,2512,UGT001,East Hampton Facility UGT001,Suffolk County,6104.07
New York,NY,Glenwood,2514,U00020,Glenwood U00020,Nassau County,556
New York,NY,Glenwood,2514,U00021,Glenwood U00021,Nassau County,731
New York,NY,Northport,2516,1,Northport 1,Suffolk County,372861.75
New York,NY,Northport,2516,2,Northport 2,Suffolk County,150173
New York,NY,Northport,2516,3,Northport 3,Suffolk County,324654.75
New York,NY,Northport,2516,4,Northport 4,Suffolk County,916850.25
New York,NY,Northport,2516,UGT001,Northport UGT001,Suffolk County,145
New York,NY,Port Jefferson Energy Center,2517,3,Port Jefferson Energy Center 3,Suffolk County,96827.5
New York,NY,Port Jefferson Energy Center,2517,4,Port Jefferson Energy Center 4,Suffolk County,123697
New York,NY,Port Jefferson Energy Center,2517,UGT001,Port Jefferson Energy Center UGT001,Suffolk County,54
New York,NY,Port Jefferson Energy Center,2517,UGT002,Port Jefferson Energy Center UGT002,Suffolk County,26915.25
New York,NY,Port Jefferson Energy Center,2517,UGT003,Port Jefferson Energy Center UGT003,Suffolk County,20332.25
New York,NY,West Babylon Facility,2521,UGT001,West Babylon Facility UGT001,Suffolk County,1038
New York,NY,Greenidge Generation LLC,2527,6,Greenidge Generation LLC 6,Yates County,179575.06
New York,NY,"Cayuga Operating Company, LLC",2535,1,"Cayuga Operating Company, LLC 1",Tompkins County,187147.72
New York,NY,"Cayuga Operating Company, LLC",2535,2,"Cayuga Operating Company, LLC 2",Tompkins County,71618.93
New York,NY,Bethlehem Energy Center (Albany),2539,10001,Bethlehem Energy Center (Albany) 10001,Albany County,1149444.55
New York,NY,Bethlehem Energy Center (Albany),2539,10002,Bethlehem Energy Center (Albany) 10002,Albany County,1180345.2
New York,NY,Bethlehem Energy Center (Albany),2539,10003,Bethlehem Energy Center (Albany) 10003,Albany County,1227447.5
New York,NY,Huntley Power,2549,67,Huntley Power 67,Erie County,0
New York,NY,Huntley Power,2549,68,Huntley Power 68,Erie County,0
New York,NY,NRG Dunkirk Power,2554,1,NRG Dunkirk Power 1,Chautauqua County,0
New York,NY,NRG Dunkirk Power,2554,2,NRG Dunkirk Power 2,Chautauqua County,0
New York,NY,NRG Dunkirk Power,2554,3,NRG Dunkirk Power 3,Chautauqua County,0
New York,NY,NRG Dunkirk Power,2554,4,NRG Dunkirk Power 4,Chautauqua County,0
New York,NY,Oswego Harbor Power,2594,5,Oswego Harbor Power 5,Oswego County,19131.9
New York,NY,Oswego Harbor Power,2594,6,Oswego Harbor Power 6,Oswego County,22678.31
New York,NY,Bowline Generating Station,2625,1,Bowline Generating Station 1,Rockland County,1017482.81
New York,NY,Bowline Generating Station,2625,2,Bowline Generating Station 2,Rockland County,247559.26
New York,NY,Hillburn,2628,001,Hillburn 001,Rockland County,368.47
New York,NY,Shoemaker,2632,1,Shoemaker 1,Orange County,381.35
New York,NY,Freeport Power Plant No. 2,2679,5,Freeport Power Plant No. 2 5,Nassau County,39597
New York,NY,Freeport Power Plant No. 2,2679,CT3,Freeport Power Plant No. 2 CT3,Nassau County,0
New York,NY,S A Carlson,2682,9,S A Carlson 9,Chautauqua County,0
New York,NY,S A Carlson,2682,10,S A Carlson 10,Chautauqua County,0
New York,NY,S A Carlson,2682,20,S A Carlson 20,Chautauqua County,122516.25
Carolinas,NC,Asheville,2706,1,Asheville 1,Buncombe County,658049.24
Carolinas,NC,Asheville,2706,2,Asheville 2,Buncombe County,727620.3
Carolinas,NC,Asheville,2706,3,Asheville 3,Buncombe County,47814.1
Carolinas,NC,Asheville,2706,4,Asheville 4,Buncombe County,51015.37
Carolinas,NC,Asheville,2706,CT5,Asheville CT5,Buncombe County,0
Carolinas,NC,Asheville,2706,CT7,Asheville CT7,Buncombe County,0
Carolinas,NC,Blewett,2707,1,Blewett 1,Anson County,0
Carolinas,NC,Blewett,2707,2,Blewett 2,Anson County,0
Carolinas,NC,Blewett,2707,3,Blewett 3,Anson County,0
Carolinas,NC,Blewett,2707,4,Blewett 4,Anson County,0
Carolinas,NC,H F Lee Steam Electric Plant,2709,10,H F Lee Steam Electric Plant 10,Wayne County,11069.64
Carolinas,NC,H F Lee Steam Electric Plant,2709,11,H F Lee Steam Electric Plant 11,Wayne County,4246.4
Carolinas,NC,H F Lee Steam Electric Plant,2709,12,H F Lee Steam Electric Plant 12,Wayne County,31270.2
Carolinas,NC,H F Lee Steam Electric Plant,2709,13,H F Lee Steam Electric Plant 13,Wayne County,36063.49
Carolinas,NC,H F Lee Steam Electric Plant,2709,14,H F Lee Steam Electric Plant 14,Wayne County,54990.86
Carolinas,NC,H F Lee Steam Electric Plant,2709,01A,H F Lee Steam Electric Plant 01A,Wayne County,2490186.18
Carolinas,NC,H F Lee Steam Electric Plant,2709,01B,H F Lee Steam Electric Plant 01B,Wayne County,2454202.31
Carolinas,NC,H F Lee Steam Electric Plant,2709,01C,H F Lee Steam Electric Plant 01C,Wayne County,2475541.71
Carolinas,NC,Roxboro,2712,1,Roxboro 1,Person County,930433.3
Carolinas,NC,Roxboro,2712,2,Roxboro 2,Person County,1849192.42
Carolinas,NC,Roxboro,2712,3A,Roxboro 3A,Person County,0
Carolinas,NC,Roxboro,2712,3B,Roxboro 3B,Person County,0
Carolinas,NC,Roxboro,2712,4A,Roxboro 4A,Person County,0
Carolinas,NC,Roxboro,2712,4B,Roxboro 4B,Person County,0
Carolinas,NC,L V Sutton,2713,4,L V Sutton 4,New Hanover County,45926.47
Carolinas,NC,L V Sutton,2713,5,L V Sutton 5,New Hanover County,40928.88
Carolinas,NC,L V Sutton,2713,01A,L V Sutton 01A,New Hanover County,2334838.39
Carolinas,NC,L V Sutton,2713,01B,L V Sutton 01B,New Hanover County,2339671.14
Carolinas,NC,L V Sutton,2713,2A,L V Sutton 2A,New Hanover County,0
Carolinas,NC,L V Sutton,2713,2B,L V Sutton 2B,New Hanover County,0
Carolinas,NC,W H Weatherspoon,2716,4,W H Weatherspoon 4,Robeson County,0
Carolinas,NC,W H Weatherspoon,2716,5,W H Weatherspoon 5,Robeson County,0
Carolinas,NC,W H Weatherspoon,2716,6,W H Weatherspoon 6,Robeson County,0
Carolinas,NC,W H Weatherspoon,2716,7,W H Weatherspoon 7,Robeson County,0
Carolinas,NC,G G Allen,2718,1,G G Allen 1,Gaston County,113654.72
Carolinas,NC,G G Allen,2718,2,G G Allen 2,Gaston County,100993.98
Carolinas,NC,G G Allen,2718,3,G G Allen 3,Gaston County,254176.16
Carolinas,NC,G G Allen,2718,4,G G Allen 4,Gaston County,288404.29
Carolinas,NC,G G Allen,2718,5,G G Allen 5,Gaston County,408417.33
Carolinas,NC,Buck,2720,11C,Buck 11C,Rowan County,2661584.18
Carolinas,NC,Buck,2720,12C,Buck 12C,Rowan County,2625572.58
Carolinas,NC,Cliffside,2721,5,Cliffside 5,Cleveland County,951473.47
Carolinas,NC,Cliffside,2721,6,Cliffside 6,Cleveland County,5411362.08
Carolinas,NC,Dan River,2723,8C,Dan River 8C,Rockingham County,2544992.59
Carolinas,NC,Dan River,2723,9C,Dan River 9C,Rockingham County,2509500.91
Carolinas,NC,Marshall,2727,1,Marshall 1,Catawba County,1194351.36
Carolinas,NC,Marshall,2727,2,Marshall 2,Catawba County,1096644.09
Carolinas,NC,Marshall,2727,3,Marshall 3,Catawba County,3191805.56
Carolinas,NC,Marshall,2727,4,Marshall 4,Catawba County,4334199.63
Midwest,ND,R M Heskett,2790,B2,R M Heskett B2,Morton County,455535.46
Midwest,ND,R M Heskett,2790,CT6,R M Heskett CT6,Morton County,4026.26
Central,ND,Leland Olds,2817,1,Leland Olds 1,Mercer County,1205582.1
Central,ND,Leland Olds,2817,2,Leland Olds 2,Mercer County,2953692.89
Midwest,ND,Milton R Young,2823,B1,Milton R Young B1,Oliver County,2058278.4
Midwest,ND,Milton R Young,2823,B2,Milton R Young B2,Oliver County,3811875.52
Midwest,ND,Stanton,2824,1,Stanton 1,Mercer County,0
Midwest,ND,Stanton,2824,10,Stanton 10,Mercer County,0
Mid-Atlantic,OH,Cardinal,2828,1,Cardinal 1,Jefferson County,3438992.68
Mid-Atlantic,OH,Cardinal,2828,2,Cardinal 2,Jefferson County,4464032.22
Mid-Atlantic,OH,Cardinal,2828,3,Cardinal 3,Jefferson County,3390289.87
Mid-Atlantic,OH,Cardinal,2828,B008,Cardinal B008,Jefferson County,0
Mid-Atlantic,OH,Cardinal,2828,B010,Cardinal B010,Jefferson County,0
Mid-Atlantic,OH,"Dynegy Dicks Creek, LLC",2831,1,"Dynegy Dicks Creek, LLC 1",Butler County,1011.53
Mid-Atlantic,OH,Miami Fort Power Station,2832,6,Miami Fort Power Station 6,Hamilton County,0
Mid-Atlantic,OH,Miami Fort Power Station,2832,7,Miami Fort Power Station 7,Hamilton County,3553329.55
Mid-Atlantic,OH,Miami Fort Power Station,2832,8,Miami Fort Power Station 8,Hamilton County,3865212.95
Mid-Atlantic,OH,Avon Lake Power Plant,2836,10,Avon Lake Power Plant 10,Lorain County,0
Mid-Atlantic,OH,Avon Lake Power Plant,2836,12,Avon Lake Power Plant 12,Lorain County,593999.84
Mid-Atlantic,OH,Avon Lake Power Plant,2836,CT10,Avon Lake Power Plant CT10,Lorain County,242.14
Mid-Atlantic,OH,Eastlake,2837,6,Eastlake 6,Lake County,53
Mid-Atlantic,OH,Conesville,2840,4,Conesville 4,Coshocton County,2002773.88
Mid-Atlantic,OH,Conesville,2840,5,Conesville 5,Coshocton County,935778.77
Mid-Atlantic,OH,Conesville,2840,6,Conesville 6,Coshocton County,1315017.13
Mid-Atlantic,OH,Frank M Tait Station,2847,1,Frank M Tait Station 1,Montgomery County,21203.75
Mid-Atlantic,OH,Frank M Tait Station,2847,2,Frank M Tait Station 2,Montgomery County,21158.92
Mid-Atlantic,OH,Frank M Tait Station,2847,3,Frank M Tait Station 3,Montgomery County,32844.91
Mid-Atlantic,OH,O H Hutchings,2848,H-7,O H Hutchings H-7,Montgomery County,77.25
Mid-Atlantic,OH,J M Stuart,2850,1,J M Stuart 1,Adams County,107432.95
Mid-Atlantic,OH,J M Stuart,2850,2,J M Stuart 2,Adams County,2544441.44
Mid-Atlantic,OH,J M Stuart,2850,3,J M Stuart 3,Adams County,2127866.38
Mid-Atlantic,OH,J M Stuart,2850,4,J M Stuart 4,Adams County,2887349.13
Mid-Atlantic,OH,Niles,2861,CTA,Niles CTA,Trumbull County,29.55
Mid-Atlantic,OH,W H Sammis,2866,1,W H Sammis 1,Jefferson County,22749.66
Mid-Atlantic,OH,W H Sammis,2866,2,W H Sammis 2,Jefferson County,6546.15
Mid-Atlantic,OH,W H Sammis,2866,3,W H Sammis 3,Jefferson County,60123.14
Mid-Atlantic,OH,W H Sammis,2866,4,W H Sammis 4,Jefferson County,28659.82
Mid-Atlantic,OH,W H Sammis,2866,5,W H Sammis 5,Jefferson County,1279961.33
Mid-Atlantic,OH,W H Sammis,2866,6,W H Sammis 6,Jefferson County,2612747.89
Mid-Atlantic,OH,W H Sammis,2866,7,W H Sammis 7,Jefferson County,2948328.99
Mid-Atlantic,OH,West Lorain,2869,2,West Lorain 2,Lorain County,744.74
