Unit,Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Micronesia (Federated States of),Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,South Sudan,Sudan,Romania,Russian Federation,Rwanda,Saint Helena,Saint Lucia,Sint Maarten (Dutch part),Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Yemen,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU28,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
MtC/yr,1969,0.256886457,0.885,3.07395378,NaN,0.759578268,NaN,0.343,21.08320685,1.053534385,0.226638952,38.7892474,12.18297165,10.17334074,0.475099764,0.347,1.023287988,0.131,15.81127038,33.70408197,0.037,0.055,0.054,NaN,0.170549811,2.22332555,NaN,22.96198401,0.005,0.133,18.09708276,0.033,0.02,0.366935118,83.82074378,0.00998378,0.051,0.044,6.149418504,157.1901395,7.646364173,0.005,0.137,0.003,0.312821575,0.516,2.423473858,4.706140315,3.282582247,0.455732362,36.76119806,17.48891,0.99564315,16.19612087,0.023,0.005,0.723570157,0.979497165,5.367017874,0.324845906,0.012,NaN,4.319138104,0.454813465,0.058,NaN,0.117943228,10.3430211,112.9256191,0.044,0.391,0.013,2.773573373,287.1181309,0.460553937,6.941663465,0.111,0.013,0.621756693,0.204,0.016,0.373,0.085943228,0.320854016,2.115586378,17.01916953,0.344894567,51.96516877,9.105407953,6.168475276,5.047596929,22.66341283,4.039556378,73.59742606,1.164545827,178.2793176,0.479472835,47.39677493,0.853294409,0.003,7.317,2.027650821,0.087,2.558126077,1.18562126,NaN,0.346918898,9.694927008,NaN,4.004638308,3.597772913,0.046,1.591891026,0.231918898,0.103918898,2.493929449,NaN,0.044,0.178,NaN,0.075,0.156,27.88651425,0.731918898,0.283133729,0.002,1.587718583,0.88366748,0.876797244,NaN,0.018,0.109,31.60536661,0.425,3.891115984,0.350878346,0.051975669,3.302375512,NaN,6.05725063,NaN,0.064,5.516759886,NaN,0.559805354,0.152,0.141959449,4.171742913,6.230747795,0.694910787,80.06695063,3.982753465,1.955943228,0.156,11.59067157,3.864423934,0.095083333,1.045730131,30.43871134,376.1326834,0.016,NaN,0.017,0.38122899,0.008,0.004,9.626351181,0.133772913,6.41368354,0.002,0.296,1.96431063,11.75437296,1.842548252,0.01,0.044,39.0673715,26.40200339,1.177691811,NaN,0.009,0.008,0.415,0.083,23.57563669,10.38399598,1.97397,7.175490709,1.322874873,3.968347953,NaN,0.066,0.003,1.064732362,1.051334961,10.57660913,5.973555311,NaN,NaN,0.320805354,113.9263307,5.597,171.5017869,0.489813465,1097.571675,1.525489055,20.21803438,0.012,18.81363992,7.384180866,NaN,1.276,1.165635039,1.840578268,2937.204617,690.309145,2449.86634,1177.647422,1028.641094,75.85038457,558.5755415,15.48499354,1566.616978,73.27041213,1209.398933,43.32430661,84.95621283,112.831,38.702,3779.046762
MtC/yr,1970,0.455894567,1.021,4.10997811,NaN,0.976505276,NaN,0.126,22.5567689,1.108103018,0.253482916,40.25102843,13.81869591,10.70038015,0.701083543,0.707,1.037990364,0.117,16.63035203,34.24957913,0.033,0.077,0.062,0.001,0.190750367,2.905448236,NaN,25.52688167,0.005,2.239,16.69595299,0.039,0.017,0.319959449,93.11605197,0.00998378,0.057,0.034,6.723745354,210.198469,7.74291811,0.008,0.156,0.003,0.340797244,0.612,3.167265501,5.091180866,3.671383543,0.464708031,42.14724917,20.05357992,0.739537717,16.93212898,0.038,0.007,0.847456614,1.167635039,5.909936772,0.389821575,0.01,NaN,4.542886137,0.450797244,0.07,NaN,0.141935118,11.01393189,119.9850051,0.053,0.568,0.013,2.917251341,280.0279217,0.715513386,6.584655354,0.104,0.012,0.626756693,0.216,0.019,0.431,0.104935118,0.378829685,2.290529606,19.08694244,0.378902677,53.14654913,9.768391732,6.518499606,5.293051102,25.05116142,4.519475276,80.88552016,1.361513386,209.5969186,0.424586378,49.85211838,0.840124094,0.006,6.829,2.132663031,0.156,2.690645526,1.075523937,NaN,0.395902677,8.816894567,NaN,4.21206198,3.748732362,0.056,2.080270529,0.264918898,0.123927008,3.980864567,NaN,0.055,0.181,NaN,0.117,0.136,31.1000763,0.776894567,0.369996905,0.004,1.987450945,0.813562047,1.258813465,NaN,0.018,0.062,38.70177457,0.653,3.870083543,0.382862126,0.058967559,5.873351181,0.001,7.636120866,NaN,0.064,5.596171053,NaN,0.600732362,0.189,0.202902677,4.848751024,6.755299291,0.677870236,83.00856945,4.158429055,2.063716142,0.173967559,14.66057669,4.067772728,0.110333333,1.213496352,32.74603819,395.6251692,0.016,NaN,0.018,0.426383174,0.008,0.004,12.35025386,0.356732362,8.381684345,0.008,0.234,4.965197087,13.47658382,2.407958717,0.011,0.059,40.8346578,31.86858165,0.98064315,NaN,0.01,0.008,0.439,0.1,25.18750693,10.98371213,1.814937559,7.842255512,1.391397665,4.190104646,NaN,0.075,0.007,2.453699921,1.020399843,11.62096843,6.282999379,NaN,NaN,0.393789134,119.8198376,4.158,178.1051843,0.481813465,1180.540618,1.565448504,21.26530189,0.011,20.33008031,7.689132205,NaN,0.685,1.027805354,2.225472835,3136.561295,794.2351041,2630.229166,1300.567233,1075.38856,82.59381929,664.4371656,18.35066913,1645.358827,77.8821226,1304.870746,45.05304709,92.21300183,119.33,1.679,4051.805399
MtC/yr,1971,0.516902677,1.187,5.089937559,NaN,0.929416063,NaN,0.116,24.2479011,1.177516788,0.220611617,41.65653279,14.21101792,11.35744281,1.835083543,0.829,0.984188394,0.132,17.64818819,33.12515951,0.039,0.08,0.063,0.001,0.166014135,3.131208948,NaN,27.93611931,0.006,2.05,17.52720629,0.041,0.02,0.067935118,96.14767573,0.00999189,0.05,0.041,7.384563691,238.5415804,8.264697092,0.008,0.187,0.003,0.416764803,0.67,3.411490997,5.346172756,3.195283827,0.514059798,44.20778119,29.32669591,0.807497165,15.55935441,0.044,0.007,0.960343071,1.151594488,6.280677244,0.411797244,0.018,NaN,4.823142842,0.504764803,0.071,NaN,0.149910787,11.06353262,126.4035835,0.062,0.776,0.015,3.096838148,283.0884523,0.625416063,7.573551144,0.128,0.013,0.665748583,0.222,0.02,0.409,0.109918898,0.362821575,2.497432283,18.88903383,0.401780344,56.03972293,10.63192423,7.86895622,6.134313448,27.73685323,4.426566324,84.89334438,1.568569954,217.3974882,0.451537717,52.90898413,1.004124094,0.008,7.401,2.264729047,0.115,2.856999448,1.446681242,NaN,0.415902677,5.902918898,NaN,4.47867844,3.601178015,0.062,2.242022681,0.279918898,0.136927008,4.546791575,0.001,0.062,0.18,NaN,0.109,0.108,34.44633286,0.827631518,0.398766142,0.004,2.235351267,0.985537717,1.391781024,NaN,0.024,0.054,38.39141777,0.66,4.107261176,0.410870236,0.062967559,8.802270079,0.001,7.414355915,NaN,0.571,5.30585137,NaN,0.709691811,0.225,0.172935118,5.074402283,7.51956126,0.834862126,85.3932343,4.469350328,2.495716142,0.220845906,15.97974239,4.318239984,0.11325,1.245539134,34.30170643,419.8259076,0.017,NaN,0.019,0.37109042,0.01,0.003,16.30912713,0.368732362,9.031784195,0.009,0.219,4.52432685,14.13887114,2.593445782,0.013,0.051,45.95858598,35.05964362,0.871578268,NaN,0.013,0.008,0.467943228,0.109,23.06467117,11.43229752,2.421994331,8.590436378,1.47721995,5.245934331,NaN,0.086,0.005,2.209716142,1.148359291,13.00168302,6.669810105,NaN,NaN,0.392772913,127.1494098,5.777,180.236977,0.671805354,1187.584241,1.583497165,22.56349319,0.016,17.05791,6.688156535,NaN,0.538,1.033480945,2.383383622,3212.614087,875.2748514,2678.301577,1409.587362,1100.191198,90.57537449,722.4004119,19.50649862,1704.443159,91.27511536,1318.319249,46.73870476,94.58542561,125.838,-8.018,4205.708939
MtC/yr,1972,0.417894567,1.539,7.72997811,NaN,1.22831063,NaN,0.102,24.57999031,1.240582958,0.213914579,42.94092393,15.30331363,11.95197054,1.768913228,1.004,0.956975669,0.137,18.56850242,35.65443177,0.043,0.106,0.069,0.001,0.160974495,2.934547572,0.006,31.11744764,0.006,2.58,18.03360914,0.044,0.02,0.031943228,103.9264686,0.01399189,0.046,0.033,7.680556702,253.5190933,8.576992587,0.008,0.181,0.003,0.480708031,0.74,3.194356119,5.670377953,3.098285583,0.656628552,44.60903297,24.42819307,0.823472835,16.26471182,0.052,0.007,1.274253858,1.252464724,6.952782677,0.457756693,0.024,NaN,5.076972051,0.383789134,0.064,NaN,0.157902677,12.03770022,131.4441389,0.059,0.747,0.018,3.259416703,284.2465922,0.660545827,8.590957157,0.151,0.013,0.738708031,0.227,0.018,0.426,0.106910787,0.418789134,2.531545827,18.92859181,0.404651758,59.27454829,11.81947096,8.056899449,6.014275867,28.9342774,4.609953706,89.58448276,1.714617021,232.5792797,0.522270079,55.67406659,1.055115984,0.007,7.536,2.384429056,0.133,3.007735512,1.542935719,NaN,0.410902677,4.153935118,NaN,4.721431519,3.683089333,0.063,2.101378,0.350927008,0.148918898,4.883718583,0.001,0.067,0.229,NaN,0.122,0.188,36.11590345,0.894076995,0.37375108,0.004,2.193258036,0.899480945,1.335781024,NaN,0.021,0.073,42.98455091,0.465,4.418558439,0.437870236,0.068967559,11.29574291,0.001,8.022749082,NaN,0.57,5.159128976,NaN,0.763699921,0.346,0.194918898,4.954207638,7.207796457,0.973837795,89.93077826,4.996541263,2.940886457,0.234813465,16.45123405,4.544551153,0.12225,1.344571575,36.09558086,441.7071172,0.018,NaN,0.021,0.359825343,0.01,0.003,19.18168025,0.396626929,8.462624369,0.012,0.185,6.063888898,14.27069296,2.428207626,0.015,0.064,46.81499576,39.49678253,0.965578268,NaN,0.019,0.01,0.475935118,0.104,23.11774041,11.71282044,2.116888898,9.790528031,1.554944668,5.951277402,NaN,0.110497073,0.006,2.247683701,1.29131063,14.66207745,7.019991889,NaN,NaN,0.376813465,133.7778873,6.396,176.8631137,0.590740472,1244.119171,1.656489055,23.7366383,0.017,17.06170724,6.287448504,NaN,0.408,1.108464724,2.24231063,3354.189039,921.0338889,2793.171046,1482.051881,1131.46504,96.03651496,763.0261587,20.5262886,1765.67862,98.4818694,1384.331543,48.14438504,98.95054771,134.372,-36.235,4373.359927
MtC/yr,1973,0.446845906,1.443,10.4468889,NaN,1.330148425,NaN,0.09,25.64628228,1.294790147,0.237298405,46.62319718,16.37985281,12.45933707,2.145945669,1.506,1.241967559,0.131,19.35283935,37.83826182,0.04,0.104,0.116,0.001,0.178571238,3.50543168,0.014,36.03155291,0.007,2.722,18.75306081,0.046,0.02,0.034910787,104.0569484,0.01698378,0.044,0.044,7.530652748,263.5498358,9.179099345,0.008,0.333,0.003,0.557699921,0.785,3.813985546,6.106345512,3.436971119,0.683256353,44.78523995,26.56259291,0.870407953,16.16315918,0.049,0.007,1.626359291,1.434464724,6.485009764,0.536732362,0.008,NaN,5.293957055,0.477862126,0.069,NaN,0.171902677,13.46076439,141.2604545,0.057,1.449,0.017,3.398277507,296.325399,0.674521496,10.13404642,0.152,0.015,0.80065937,0.219,0.03,0.492,0.114878346,0.411740472,2.534513386,19.91858052,0.477550629,61.02682724,13.40026488,8.354996772,6.235310562,35.33714764,5.256865451,96.43811049,2.262668719,249.5266577,0.60031874,58.03233839,1.068124094,0.01,6.611,2.486853707,0.141,3.136696537,1.928694661,NaN,0.403902677,3.977910787,NaN,4.93088389,3.869605033,0.061,2.510281411,0.292918898,0.155902677,4.774588819,0.001,0.072951339,0.22,NaN,0.128,0.185,39.34399414,0.947623725,0.446478638,0.004,2.627154754,0.97132685,1.120789134,NaN,0.023,0.115,45.10368128,0.708943228,4.96734314,0.498789134,0.089918898,13.5186537,0.001,8.322128073,NaN,0.576,5.460828898,NaN,0.883521496,0.367,0.236918898,5.385396614,8.59752315,0.942813465,91.59114363,5.443531173,3.399886457,0.244789134,19.93227845,4.739474041,0.123333333,1.35643958,39.51011069,460.358706,0.019,NaN,0.022,0.399159238,0.01,0.004,25.94255159,0.422675591,10.10790079,0.013,0.147,5.785864567,14.33093621,2.898934316,0.018,0.072,47.30151455,42.29182841,1.005537717,NaN,0.011,0.011,0.574935118,0.101,23.82363835,12.60983424,2.152067323,10.98427661,1.621370754,6.664912441,NaN,0.112310491,0.007,2.562724252,1.316424173,16.18723515,7.319094063,NaN,NaN,0.321845906,139.422521,8.353,180.0156446,0.86865126,1299.795909,1.574432283,24.73529429,0.015,18.13123685,6.843156535,NaN,0.74498378,1.251545827,2.530253858,3509.907613,990.0369649,2928.232674,1571.711903,1184.650074,103.1693708,805.1971521,23.41006455,1848.015219,116.9507476,1443.359852,52.63438623,107.1597852,143.979,-33.29,4610.633578
MtC/yr,1974,0.522837795,1.185,8.69996189,NaN,1.328164646,NaN,0.117,26.0560552,1.346057158,0.21508656,46.99491981,15.63714842,12.93652619,2.014124094,1.474,1.270902677,0.134,20.08975367,36.83145302,0.042,0.111,0.121,0.001,0.161856432,3.520544745,0.024,39.00854632,0.007,2.232,19.41272788,0.056,0.025,0.019943228,106.333301,0.018,0.031,0.041,7.064211686,268.8551354,9.933552618,0.008,0.443,0.003,0.519675591,0.885,3.827656877,6.245996772,3.115260276,0.526387575,45.29684149,27.73239827,0.91831063,15.02224966,0.053,0.008,1.749334961,1.660359291,7.120399055,0.537675591,0.014,NaN,5.498306656,0.473870236,0.082,NaN,0.182910787,12.72065577,136.4680429,0.059,1.487,0.017,3.528965325,290.0448553,0.800424173,9.84215531,0.152,0.01,0.83665937,0.229,0.028,0.424,0.128845906,0.424764803,2.911367402,20.19928439,0.47435775,63.09626488,13.98123049,8.435996772,6.357271601,39.2400122,5.286280842,97.77649677,2.07270698,249.5378795,0.607343071,60.24929582,1.349059213,0.009,5.270748583,2.58338777,0.08,3.258224712,1.934461562,NaN,0.469902677,2.548464724,NaN,5.129557263,3.937761066,0.073,2.521265912,0.323935118,0.149902677,5.193491496,0.001,0.082951339,0.203,NaN,0.132,0.189,42.26766953,1.020951891,0.448432341,0.004,3.034795226,0.858489055,1.274813465,NaN,0.027,0.115959449,43.66408262,0.758927008,5.120082421,0.531740472,0.078975669,16.98566992,0.001,7.551555352,NaN,0.637,5.837171969,NaN,0.823562047,0.433,0.259886457,5.822899449,8.322139528,0.958772913,94.49688086,5.634545815,2.859862126,0.265764803,20.6422114,4.923622549,0.129166667,1.420500814,41.13545561,477.8852742,0.02,NaN,0.02,0.361796731,0.009,0.005,26.93826643,0.504635039,10.14975102,0.015,0.142,5.989840236,14.4991215,2.909034939,0.018,0.09,48.16819496,47.12488852,0.799480945,NaN,0.012,0.009,0.436951339,0.085,21.78579073,11.30643368,2.634937559,10.72919551,1.68391682,6.607677244,NaN,0.106514398,0.006,2.740732362,1.471407953,16.62900768,7.600596733,NaN,NaN,0.325829685,144.7242552,8.543,168.4453847,0.628675591,1253.536643,1.549399843,25.67272441,0.017,20.48514764,5.203229528,NaN,0.612935118,1.145513386,2.469164646,3470.420576,1019.766076,2866.936806,1623.249847,1167.685262,106.0066442,818.0855926,23.18881895,1852.547508,121.103852,1402.301614,53.23984003,113.6597828,133.565,-4.871,4618.880652
MtC/yr,1975,0.579837795,1.253,8.73395378,NaN,1.203278189,NaN,0.193,25.88197409,1.416986969,0.155761959,47.95685757,14.79641553,13.60098466,2.250578268,1.569,1.327813465,0.155,21.1170147,33.24875019,0.048,0.121,0.125,0.001,0.117213623,3.673245936,0.051,41.07905525,0.007,1.931,19.89947168,0.06,0.021,0.019943228,108.2895036,0.021,0.028,0.05,6.264019575,311.7090354,9.773849728,0.009,0.3,0.004,0.555635039,1.088,3.990869044,7.378704803,2.256017496,0.543297873,47.38929205,29.37329528,0.88231063,15.21413812,0.054,0.008,1.728351181,2.007343071,8.477050315,0.574635039,0.017,NaN,5.782418525,0.329837795,0.095,NaN,0.169918898,12.56162921,122.2177846,0.058,1.464,0.027,3.710793171,273.5927684,0.748261969,10.55393287,0.138,0.013,0.960570157,0.23,0.031,0.498,0.131829685,0.454675591,3.004367402,20.54811511,0.440203564,68.55712714,14.71989836,9.039372283,6.017310103,37.99507953,5.333080089,93.08205133,2.232745241,237.0391406,0.679367402,63.33778617,1.356010551,0.009,4.588683701,2.717448007,0.069,3.427066971,1.709909004,NaN,0.404902677,3.15731874,NaN,5.403531077,3.239214548,0.081,2.630787842,0.461935118,0.157886457,5.301402283,0.002,0.092943228,0.182,NaN,0.139,0.161,44.85063975,1.10659578,0.467911911,0.003,3.027634041,0.786691811,1.250797244,NaN,0.028,0.09599189,41.62813709,0.689935118,4.986438684,0.525805354,0.09098378,12.9234915,0.001,8.090892058,NaN,1.979,6.32856126,NaN,0.998691811,0.418,0.228845906,5.987899449,8.865296063,1.106708031,102.2871366,5.806569654,2.987821575,0.316740472,22.32096035,5.178807149,0.096333333,1.05943147,44.21572872,502.3200816,0.048,NaN,0.021,0.262006922,0.016,0.005,22.72400782,0.703602598,10.58825312,0.016,0.143,6.691540157,15.17280027,3.032764094,0.016,0.137,50.47281762,49.41416278,0.789570157,NaN,0.009,0.009,0.550967559,0.092,22.04161321,10.65804869,3.048905118,11.86050614,1.770884518,6.651612362,NaN,0.085,0.009,2.623716142,1.51231874,17.85463652,7.992246658,NaN,NaN,0.308894567,152.119045,8.473,164.6417487,0.622708031,1201.090341,1.627294409,26.98068133,0.015,17.39913953,5.944229528,NaN,0.591935118,1.112505276,2.268261969,3412.195972,1083.147943,2777.443515,1717.900401,1139.930718,105.7061046,867.5673333,24.10193831,1858.56301,118.5737982,1354.377484,53.99615027,112.4050966,122.39,-25.583,4592.150915
MtC/yr,1976,0.541546228,1.35,10.67987711,NaN,0.895208053,NaN,0.11,27.20133604,1.472373314,0.332731207,47.50946965,15.88544765,14.12431539,1.762389739,1.793,1.518585687,0.145,21.92360341,35.39249834,0.048,0.071,0.128,0.001,0.250386105,3.790998232,0.162,42.13921257,0.007,1.643,19.91052789,0.057,0.024,0.019861896,108.8826366,0.02,0.035,0.05,6.559565222,325.044906,10.36654276,0.011,0.337,0.004,0.568191816,1.081,4.115325835,7.418392192,4.819196099,0.678852997,49.22928298,30.03025726,0.929280897,16.40348299,0.054,0.008,1.725532074,2.210860864,9.402415855,0.602274284,0.017,NaN,6.005803182,0.320613685,0.09,NaN,0.131822437,13.97341883,138.2870083,0.072,1.556710263,0.027,3.852514353,297.7174045,0.662280897,11.64174771,0.06,0.013,0.901993893,0.242,0.026,0.478,0.183455713,0.484422726,3.408948163,21.80599549,0.464163602,71.65167972,16.86424753,13.30117022,6.084336356,42.70172043,5.321146368,99.83506779,1.985803183,247.583343,0.803656135,65.7644804,1.254411687,0.009,5.03717159,2.820550912,0.061,3.55978111,1.616821056,NaN,0.402729579,4.882059583,NaN,5.617819701,3.238712371,0.069,2.715325419,0.270806842,0.158768211,6.51132418,0.003,0.09286479,0.208,NaN,0.141,0.169,50.21600656,1.198150621,0.482947764,0.003,3.146261945,0.697439843,1.335368666,NaN,0.028,0.076921083,46.16017638,0.651861896,5.253417813,0.6064887,0.090903421,15.06265837,0.001,7.994276929,NaN,2.271,6.219575633,NaN,0.984373245,0.429,0.281711785,6.116335551,9.570478004,1.248588264,108.6568534,6.093297195,2.83157659,0.297208053,25.45600215,5.37789499,0.085333333,0.938318983,47.6178978,521.6501322,0.073,NaN,0.023,0.559686588,0.013,0.008,27.69089957,0.48299558,10.92550756,0.022,0.123,8.187369828,15.76582209,3.126979589,0.017,0.131,52.62660935,53.96991671,0.763855707,NaN,0.013,0.009,0.544903928,0.091,24.08330944,11.03631808,3.749220223,15.29850253,1.838578431,7.837387252,NaN,0.088,0.008,4.342472206,1.594273749,20.02169237,8.297408805,NaN,NaN,0.269768211,157.9646247,10.81250295,163.3532613,0.76036258,1257.414898,1.606737344,28.00136652,0.012,15.6313985,3.795007351,NaN,0.699852727,1.09699558,2.962589949,3583.284456,1158.578544,2930.422759,1811.440241,1218.418028,114.6797464,911.2909066,28.30978977,1964.183821,138.6514302,1416.586541,53.74457179,114.3851928,120.031,-3.55,4858.344
MtC/yr,1977,0.651404385,1.56,11.4205549,NaN,0.962748627,NaN,0.127,27.47021953,1.523362143,0.173788155,51.20220165,15.28226671,14.6044907,2.649751231,2.037,1.583683377,0.161,22.66275833,34.4432158,0.054,0.081,0.124,0.002,0.130778653,3.686291284,0.213,44.2353544,0.008,1.744,20.68234287,0.068,0.027,0.019780563,111.2913261,0.022,0.035,0.054,6.283900644,356.0051278,10.71082895,0.011,0.131,0.008,0.711631772,1.106,3.99722895,8.009019451,2.517104437,0.736595146,50.69783546,31.02215655,0.948955073,16.87155653,0.054,0.007,1.528089406,2.039356201,10.32070541,0.62273128,0.017,NaN,6.210937413,0.285694787,0.111,NaN,0.208686518,13.6837169,131.5466049,0.075,1.721206446,0.031,3.982441262,287.2827879,0.816466732,12.73387063,0.197,0.013,1.03833325,0.246,0.028,0.518,0.192179063,0.545154186,3.876611258,22.67330932,0.519098675,75.77737878,22.49466586,11.90762685,6.432397202,44.68666521,5.394607573,96.72978342,2.030854169,254.7048865,0.860789484,67.98951699,1.374238677,0.006,4.69470814,2.915014895,0.063,3.681709437,1.469846522,NaN,0.401572702,5.472622757,NaN,5.815602894,2.991108799,0.084,2.64058774,0.230786351,0.173603223,6.158413745,0.004,0.112847393,0.219,NaN,0.152,0.175,52.59366644,1.353903476,0.469654921,0.007,3.460584712,0.738657063,1.409840118,NaN,0.031,0.091811911,44.65222675,0.583780563,5.544058128,0.773228817,0.099847393,13.78401782,0.001,8.472697764,NaN,2.32,6.637520291,NaN,0.943079556,0.431,0.315477852,6.35993323,10.00986278,1.221303803,114.0706699,6.169508516,2.706339716,0.425504456,28.84595752,5.56148765,0.0865,0.950889574,48.60171556,539.3823048,0.073,NaN,0.019,0.292328755,0.022,0.008,32.22442258,0.610626541,10.62095542,0.023,0.14,7.714231939,16.24013593,3.036811256,0.022,0.218,54.48863027,53.17381739,0.794495288,NaN,0.01,0.009,0.517883967,0.093,23.40087571,11.20025011,3.993545481,16.65292449,1.900650692,8.751333945,NaN,0.126,0.008,4.410278571,1.841889595,22.13996418,8.577166797,NaN,NaN,0.219664266,163.3229739,10.57622488,164.9459987,0.547931754,1292.403471,1.53920149,28.9352702,0.014,17.37174233,4.162394962,NaN,0.812770336,1.01935185,2.533955073,3644.091303,1228.898974,2973.865521,1899.124756,1207.00363,118.1820534,971.4742992,27.41633075,1977.21369,145.824511,1456.495464,57.75072686,118.5832024,122.906,13.776,5009.672278
MtC/yr,1978,0.588269559,1.771,17.04565133,NaN,1.473746751,NaN,0.134,27.96856528,1.576286421,0.148004556,55.08192649,15.61875959,15.1055379,1.800503292,2.118,1.639023512,0.172,23.43514,36.96805946,0.059,0.099,0.116,0.003,0.11137604,4.119217363,0.227,48.01623329,0.008,2.602,22.15807962,0.095,0.028,0.013957033,113.4021246,0.056916546,0.04,0.053,6.236554027,397.1772669,11.33714021,0.008,0.088,0.008,0.794771568,1.314,4.464221737,8.356726992,2.143661197,0.776334378,51.15037195,29.5340953,0.962329483,16.67463357,0.055,0.007,1.482075298,2.840180299,10.71534007,0.649937869,0.019,NaN,6.42471426,0.373499278,0.109,NaN,0.193527362,14.14442917,138.3264936,0.085,2.061916546,0.038,4.118041251,294.5216339,0.807162575,13.01250025,0.107,0.014,1.123671787,0.246,0.028,0.561,0.204869154,0.557769373,4.288781524,24.03006822,0.524044984,76.83929031,25.63988913,11.5155817,6.43534262,44.24234078,5.740059417,101.3302823,2.486898199,246.0675309,0.98999647,70.31297638,1.445615794,0.006,5.723684415,3.013569489,0.063,3.808690895,1.499970072,NaN,0.410248917,5.773848827,NaN,6.020204667,3.24437922,0.113,2.95084603,0.277624458,0.182415824,6.324152831,0.006,0.107791366,0.255,NaN,0.159,0.172,60.72366867,1.573090317,0.524837459,0.007,3.562610617,0.782164019,1.404496151,NaN,0.031,0.089785164,46.34092721,0.420656263,4.91922155,0.717101975,0.113749639,13.16127909,0.001,9.488018865,NaN,2.126,7.109867875,NaN,0.773636332,0.457,0.397426079,6.118137895,10.20203097,1.370126641,117.595531,6.163999984,2.870907807,0.543997112,30.95025706,5.750199871,0.078166667,0.858748436,52.82188666,557.894355,0.079,NaN,0.027,0.248958207,0.029,0.009,31.39308806,0.714955385,11.8668373,0.021,0.194,9.03609405,16.39060963,3.391270295,0.017,0.152,55.06855635,54.4524059,0.937648565,NaN,0.009,0.01,0.652800375,0.12,21.69129765,11.50923671,4.143393659,19.33301426,1.965409225,9.537927918,NaN,0.097,0.01,4.179002194,2.040924141,20.93723065,8.86914291,NaN,NaN,0.190541005,168.9270113,12.21440784,165.0420274,0.599706468,1332.686693,1.563679361,29.91268453,0.016,18.72037185,4.200058781,NaN,0.846648938,0.947290644,2.532663297,3742.722984,1312.81986,3051.216304,2004.32654,1243.254155,126.2304606,1020.604176,26.63896403,2042.1239,146.3613098,1506.928486,60.84333166,125.7822153,124.609,-114.186,5065.965844
