Vehicle Type,Engine Package,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Transmission - CVT (Non-Hybrid)
"Pickup","Port, Variable Valve Timing, Two-Valve","2006","0.110","0.000050","15.21780","12.36127","10.55179","14.19801","718.93914","842.22657","625.93283","6500.000","-","330.0000","445.0000","7.1507","1.348485","0.068462","40.17412","0.000","1.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2007","112.272","0.053130","21.12282","16.98810","14.43701","19.60098","523.13103","615.57081","453.39575","4629.774","-","241.4587","204.4583","9.9591","0.851539","0.044507","39.29021","0.000","0.216","0.784","0.102","0.000","0.898","0.000","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2008","61.284","0.034163","21.49556","17.39518","14.45007","20.55570","510.88858","615.01452","432.33742","4368.473","48.65644","244.3965","218.8044","9.6162","0.880187","0.049268","37.80669","0.000","0.542","0.458","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2009","74.538","0.075330","19.59451","15.87760","13.28960","18.61184","559.71921","668.71836","477.49178","5696.276","64.26574","345.8790","345.0984","7.6646","0.997556","0.060722","45.38802","0.000","0.637","0.363","0.004","0.000","0.967","0.029","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2010","334.036","0.261723","20.80707","16.83301","14.05701","19.77974","527.95078","632.21122","449.29816","5503.895","65.33205","325.5408","323.8193","7.8903","0.992330","0.058876","46.49865","0.000","0.672","0.328","0.000","0.000","0.996","0.004","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2011","580.138","0.392284","20.77490","16.86967","14.09150","19.81702","526.80358","630.66378","448.45291","5521.758","66.52839","326.4301","331.2042","7.7733","1.012361","0.060008","46.75647","0.000","0.696","0.304","0.000","0.000","0.998","0.002","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2012","528.154","0.389337","20.54662","16.69667","13.94274","19.62017","532.26169","637.39271","452.95233","5504.207","66.87653","331.3276","343.5273","7.5307","1.034296","0.062476","46.14706","0.000","0.692","0.308","0.000","0.000","0.999","0.001","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2013","546.413","0.346493","20.82145","16.91018","14.09823","19.90523","525.54143","630.36299","446.46551","5522.210","67.07152","330.8036","343.0034","7.5151","1.034675","0.062151","46.85018","0.000","0.694","0.306","0.000","0.000","0.999","0.001","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2014","296.451","0.153692","20.49509","16.63773","13.95130","19.46531","534.14745","637.00162","456.55571","5721.629","66.92408","349.8663","363.3951","7.0424","1.038390","0.063691","47.72874","0.000","0.696","0.304","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2015","190.282","0.106542","21.57298","17.48053","14.59573","20.54361","508.39430","608.87663","432.59184","5498.665","66.88846","347.8351","360.0000","6.8347","1.034973","0.065527","48.11036","0.000","0.686","0.314","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2016","239.927","0.125833","21.64876","17.52728","14.66562","20.55265","507.03810","605.97487","432.40159","5503.759","66.60223","347.8351","361.2190","6.7911","1.038478","0.065698","48.25260","0.000","0.720","0.280","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2017","269.219","0.131086","21.68817","17.51314","14.63405","20.56539","507.44766","607.28221","432.13387","5520.877","66.83265","347.8351","386.2619","6.5285","1.110474","0.070003","48.34632","0.000","0.750","0.250","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2018","145.793","0.064532","21.76787","17.58738","14.66168","20.70409","505.30547","606.13787","429.23892","5517.710","66.67962","347.8351","395.0000","6.4373","1.135596","0.071645","48.52172","0.000","0.748","0.252","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","2019","471.785","0.187154","21.97306","17.79908","14.69455","21.17376","499.29539","604.78220","419.71763","5538.654","68.20221","347.8351","395.0000","6.5449","1.135596","0.071396","49.34163","0.000","0.770","0.230","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","Port, Variable Valve Timing, Two-Valve","Prelim. 2020","-","0.184213","23.42760","18.78089","15.97600","21.64813","473.19368","556.27203","410.52053","5526.133","68.28666","347.8351","395.0000","6.2889","1.135596","0.071524","52.01454","0.000","0.753","0.247","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2006","4.083","0.003502","24.10550","19.48889","15.97939","23.35911","456.00329","556.15386","380.45110","4500.000","-","237.0000","240.0000","9.0129","1.012658","0.053333","43.85001","1.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2007","70.643","0.083381","24.10349","19.49262","15.96842","23.38621","455.91622","556.53580","380.01022","4500.000","-","237.0000","240.0000","9.0908","1.012658","0.053333","43.85846","1.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2008","77.474","0.098082","24.01513","19.41433","15.93116","23.24896","457.75470","557.83748","382.25365","4500.000","49.16200","237.0000","240.0000","9.1472","1.012658","0.053333","43.68250","1.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2010","6.523","0.011666","18.43781","14.81203","12.85384","16.73534","599.98543","691.38880","531.03201","5783.459","63.52224","323.0000","301.0000","8.9931","0.931889","0.052142","42.82819","0.000","0.469","0.531","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2011","7.004","0.013444","17.93243","14.57071","12.49288","16.66119","609.92216","711.36492","533.39515","5920.188","64.44502","327.6375","303.3130","8.9812","0.926450","0.051435","43.10053","0.000","0.434","0.566","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2012","7.899","0.011927","17.90683","14.56283","12.45094","16.69966","610.25229","713.76141","532.16646","5929.232","64.57478","327.0458","310.2699","8.8432","0.949726","0.052619","43.14568","0.000","0.415","0.585","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2013","7.115","0.012459","18.07050","14.67690","12.58437","16.78203","605.50923","706.19338","529.55453","5855.376","64.40060","325.9789","310.1453","8.8199","0.952184","0.053227","42.94548","0.000","0.475","0.525","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2014","8.897","0.013247","18.02215","14.63362","12.56526","16.70847","607.30018","707.26773","531.88607","5913.117","64.23310","326.7515","310.6045","8.8588","0.951421","0.052765","43.24341","0.000","0.475","0.525","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2015","2.356","0.003597","16.15990","13.39339","10.92290","16.14874","663.53648","813.61214","550.32151","6661.927","65.24342","320.7940","296.7521","9.2055","0.928877","0.044544","44.62060","0.000","0.000","1.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2016","0.852","0.001352","15.82272","13.14293","10.67471","15.91983","676.18110","832.52885","558.23455","6646.714","64.82430","366.1422","324.0000","8.6116","0.884902","0.048801","43.66716","0.000","0.000","1.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2017","1.270","0.002060","15.41069","12.70648","10.31465","15.40052","699.40711","861.58999","577.05861","6668.898","65.99205","366.1422","324.0000","8.6277","0.884902","0.048643","42.35880","0.000","0.000","1.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Port, Variable Valve Timing, Two-Valve","Prelim. 2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2006","31.505","0.041923","26.51690","21.30305","17.56911","25.37070","417.17037","505.83107","350.28598","4000.000","-","213.0000","255.0000","7.6896","1.197183","0.063750","42.60609","1.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","Port, Variable Valve Timing, Two-Valve","Prelim. 2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1990","53.842","0.006112","22.99700","19.32950","17.06768","22.55413","459.76369","520.69173","394.02988","4000.000","-","248.9032","252.1189","8.0036","1.012872","0.063030","38.70038","0.000","0.000","1.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1991","207.948","0.024396","30.21706","25.23386","22.23391","29.40765","352.18552","399.70470","302.20023","3141.594","-","144.9490","157.0661","10.3109","1.104115","0.048163","39.98904","0.649","0.000","0.351","0.290","0.000","0.710","0.000","0.000","0.000"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1992","365.785","0.045116","28.51673","23.75004","20.84549","27.71533","374.18889","426.32725","320.65285","3255.613","-","149.7648","167.1856","9.7297","1.133381","0.049756","39.08267","0.604","0.000","0.396","0.310","0.041","0.649","0.000","0.000","0.000"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1993","401.657","0.047497","29.17685","24.19401","21.22135","28.14332","367.32234","418.77643","315.77648","3212.921","-","139.9017","160.8671","9.2083","1.167591","0.048726","39.02982","0.673","0.000","0.327","0.300","0.040","0.659","0.000","0.000","0.000"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1994","675.401","0.080260","30.20233","24.93318","21.81387","28.98582","356.43268","407.40127","306.59818","3215.838","-","131.6695","150.1941","9.5021","1.153962","0.045895","40.22276","0.806","0.000","0.194","0.284","0.025","0.691","0.000","0.000","0.000"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1995","914.339","0.097316","29.65788","24.41987","21.22291","28.52358","363.92498","418.74560","311.56678","3275.601","-","142.0946","159.3477","9.4414","1.135524","0.047956","40.10878","0.832","0.000","0.168","0.230","0.026","0.744","0.000","0.000","0.000"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1996","912.641","0.115670","29.83088","24.48592","21.14897","28.71184","362.94329","420.20957","309.52389","3221.901","-","140.9387","154.8983","9.8905","1.113633","0.047440","39.57252","0.870","0.000","0.130","0.237","0.000","0.761","0.000","0.000","0.001"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1997","933.766","0.112037","29.21624","23.92033","20.55773","28.10886","371.52490","432.29483","316.16371","3294.583","-","149.4805","167.2481","9.5645","1.136994","0.049853","39.57733","0.747","0.000","0.253","0.214","0.001","0.778","0.000","0.000","0.007"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1998","1461.457","0.183348","29.34870","23.95144","20.47627","28.21200","371.04240","434.01460","315.00784","3294.145","-","147.1005","164.4413","9.9242","1.123371","0.049227","39.54823","0.820","0.022","0.159","0.175","0.001","0.820","0.000","0.000","0.003"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","1999","1427.704","0.170443","28.55597","23.26730","19.75087","27.52757","381.95228","449.95492","322.84001","3336.023","-","151.4938","171.8473","9.6632","1.136223","0.050893","38.92859","0.812","0.028","0.160","0.171","0.005","0.823","0.000","0.000","0.001"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2000","2131.649","0.233610","29.14611","23.62766","20.05958","27.82826","376.12690","443.03017","319.35166","3262.493","-","147.9800","172.6327","9.1009","1.170853","0.052324","38.69621","0.818","0.021","0.161","0.165","0.002","0.832","0.000","0.000","0.001"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2001","2344.101","0.278906","30.32231","24.39920","20.82020","28.44964","364.23322","426.84512","312.37649","3219.533","-","143.2002","167.8068","9.1874","1.167707","0.051281","39.70461","0.787","0.038","0.175","0.141","0.002","0.849","0.007","0.000","0.001"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2002","2810.881","0.338630","30.32169","24.30411","20.68075","28.31837","365.65825","429.72339","313.82453","3311.523","-","147.7061","171.5888","9.3080","1.158788","0.051198","40.53272","0.845","0.034","0.121","0.125","0.002","0.865","0.009","0.000","0.000"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2003","3240.408","0.409098","30.57639","24.44526","20.61464","28.65473","363.54689","431.10135","310.14080","3302.736","-","148.5757","175.8210","8.9998","1.178782","0.052579","40.64505","0.830","0.031","0.139","0.118","0.000","0.877","0.004","0.000","0.000"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2004","3307.213","0.438805","30.35466","24.19500","20.31260","28.38460","367.30736","437.51164","313.09236","3374.458","-","151.3102","180.5775","8.9611","1.186577","0.052610","41.21436","0.803","0.051","0.147","0.115","0.001","0.870","0.015","0.000","0.000"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2005","4039.810","0.503307","31.12522","24.64422","20.72369","28.74683","360.61199","428.83285","309.14713","3348.553","-","149.4078","176.7132","8.9832","1.173945","0.051746","41.84925","0.831","0.045","0.124","0.111","0.001","0.858","0.030","0.000","0.000"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2006","4651.300","0.581921","30.54546","24.24256","20.29934","28.40512","366.58663","437.79746","312.86618","3443.903","-","155.7666","188.1803","8.7530","1.202608","0.053651","42.18724","0.773","0.058","0.169","0.110","0.001","0.868","0.019","0.000","0.002"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2007","4702.869","0.581906","31.87518","25.19052","21.21723","29.33468","352.79142","418.85763","302.95200","3445.319","-","152.7765","185.3120","8.8486","1.200215","0.052762","44.07040","0.818","0.053","0.130","0.090","0.000","0.745","0.050","0.000","0.115"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2008","4088.551","0.558646","32.15819","25.39639","21.40291","29.55673","349.93164","415.22396","300.67604","3446.305","44.87185","152.2384","186.6283","8.8814","1.210680","0.052931","44.47736","0.817","0.054","0.129","0.090","0.006","0.718","0.052","0.000","0.134"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2009","4004.037","0.710412","33.36803","26.27222","22.18101","30.52654","338.26607","400.65805","291.12374","3391.123","44.69758","144.9227","174.3447","9.0378","1.191735","0.050412","44.96941","0.885","0.044","0.071","0.065","0.004","0.785","0.035","0.000","0.111"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2010","4788.928","0.790168","34.43776","27.02963","22.92565","31.24973","328.78739","387.64448","284.38644","3389.974","44.78928","145.2905","174.4167","9.0186","1.189599","0.050635","47.02783","0.894","0.051","0.054","0.046","0.001","0.778","0.067","0.000","0.108"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2011","4178.177","0.727560","33.89516","26.47553","22.36327","30.73974","335.66847","397.39263","289.10463","3462.245","45.25739","149.6622","183.2781","8.7787","1.218792","0.052014","46.61861","0.841","0.069","0.090","0.049","0.006","0.789","0.047","0.000","0.110"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2012","5219.423","0.705963","36.06288","28.02017","23.79234","32.35781","317.16437","373.52354","274.64780","3398.710","45.17417","142.8563","174.8404","8.8967","1.218624","0.050633","48.49144","0.897","0.045","0.058","0.048","0.009","0.742","0.062","0.000","0.139"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2013","4948.753","0.601607","37.72722","29.17578","24.91076","33.50302","304.60197","356.75342","265.25965","3371.677","45.07566","138.7686","175.1886","8.8492","1.259590","0.051055","50.28968","0.871","0.054","0.074","0.055","0.016","0.682","0.081","0.000","0.166"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2014","4142.236","0.542267","38.26440","29.38345","25.12571","33.69030","302.44917","353.70151","263.78512","3398.238","45.43442","139.7490","175.7805","8.8448","1.253304","0.050645","50.92419","0.861","0.052","0.087","0.043","0.006","0.524","0.080","0.000","0.345"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2015","4228.832","0.535329","39.28932","30.11128","25.69612","34.59555","295.13861","345.84983","256.88278","3373.751","45.48696","140.0104","174.0063","8.7986","1.232952","0.050536","51.78766","0.852","0.074","0.073","0.038","0.009","0.459","0.080","0.000","0.415"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2016","3418.804","0.479461","38.92655","29.84757","25.32734","34.49139","297.74619","350.88570","257.65849","3388.591","45.93612","142.8071","179.1414","8.6881","1.243747","0.051822","51.51547","0.847","0.073","0.081","0.029","0.019","0.466","0.061","0.000","0.425"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2017","3196.107","0.457931","39.79615","30.67858","26.11082","35.34277","289.68095","340.35694","251.45169","3351.330","45.75599","142.4607","175.5184","8.7506","1.214622","0.051356","52.62320","0.862","0.072","0.066","0.029","0.012","0.406","0.074","0.000","0.478"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2018","2579.645","0.432693","40.59436","31.22620","26.67072","35.84491","284.60071","333.21182","247.92917","3382.423","46.18575","142.8565","181.6129","8.5627","1.250112","0.052579","53.98475","0.845","0.085","0.070","0.020","0.014","0.411","0.069","0.000","0.485"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","2019","2371.744","0.449240","41.06031","31.53468","27.05099","36.04125","281.81670","328.52768","246.57860","3358.430","45.88406","138.5883","177.7060","8.6211","1.257910","0.051699","54.34533","0.824","0.091","0.086","0.025","0.025","0.338","0.095","0.000","0.517"
"Sedan/Wagon","Port, Variable Valve Timing, Multi-Valve","Prelim. 2020","-","0.450738","42.07553","31.84670","27.56722","36.07095","279.05558","322.37561","246.37555","3375.522","45.87478","137.6258","180.6057","8.3949","1.291007","0.052398","55.32907","0.848","0.090","0.062","0.028","0.003","0.253","0.103","0.000","0.613"
"Truck SUV","Port, Variable Valve Timing, Multi-Valve","1999","68.789","0.029369","23.29960","18.89322","16.81790","21.15262","470.38027","528.42511","420.13709","4000.000","-","183.0000","220.0000","9.4553","1.202186","0.055000","37.78645","0.000","1.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Truck SUV","Port, Variable Valve Timing, Multi-Valve","2000","63.983","0.025331","22.71322","18.37672","16.28204","20.62112","483.60096","545.81599","430.96596","4086.289","-","190.3345","225.3499","8.9624","1.189247","0.055121","37.59572","0.000","0.914","0.086","0.000","0.000","1.000","0.000","0.000","0.000"
"Truck SUV","Port, Variable Valve Timing, Multi-Valve","2001","389.509","0.143912","21.83780","17.65515","15.51566","19.92831","503.36598","572.77630","445.94859","4218.732","-","191.4961","221.6473","9.0821","1.163833","0.052377","37.46646","0.091","0.791","0.118","0.031","0.000","0.969","0.000","0.000","0.000"
"Truck SUV","Port, Variable Valve Timing, Multi-Valve","2002","897.262","0.250074","21.81896","17.67218","15.19749","20.35389","502.88074","584.76748","436.62407","4335.873","-","213.0631","235.1905","9.0386","1.112813","0.053898","38.39147","0.067","0.764","0.169","0.018","0.000","0.982","0.000","0.000","0.000"
"Truck SUV","Port, Variable Valve Timing, Multi-Valve","2003","1193.522","0.334196","22.10051","17.82844","15.31195","20.48992","498.47315","580.39641","433.72550","4411.096","-","210.8257","234.1251","9.0299","1.117641","0.052807","39.35630","0.079","0.756","0.165","0.017","0.000","0.957","0.000","0.000","0.026"
"Truck SUV","Port, Variable Valve Timing, Multi-Valve","2004","1566.238","0.384387","21.88672","17.63392","15.02233","20.36836","503.97179","591.58615","436.31395","4576.138","-","224.7303","244.8300","8.8610","1.103293","0.053276","40.34309","0.059","0.765","0.176","0.016","0.000","0.961","0.000","0.000","0.023"
"Truck SUV","Port, Variable Valve Timing, Multi-Valve","2005","1635.627","0.499937","21.51024","17.27438","14.71602","19.88187","514.46125","603.89960","446.99021","4695.541","-","229.7435","250.0407","8.7372","1.103781","0.053193","40.50293","0.059","0.775","0.166","0.011","0.000","0.965","0.000","0.000","0.025"
"Truck SUV","Port, Variable Valve Timing, Multi-Valve","2006","1786.568","0.594361","21.93239","17.57193","15.04756","20.11797","505.74972","590.59390","441.74447","4742.603","-","228.5645","246.8454","8.8140","1.093138","0.051914","41.89440","0.086","0.754","0.160","0.010","0.000","0.919","0.045","0.000","0.026"
"Truck SUV","Port, Variable Valve Timing, Multi-Valve","2007","1655.008","0.499341","23.36757","18.64953","16.03202","21.26919","476.52670","554.32811","417.83440","4512.181","-","211.8340","239.0271","8.8633","1.146921","0.052843","42.29705","0.129","0.758","0.113","0.017","0.000","0.871","0.024","0.000","0.088"
"Truck SUV","Port, Variable Valve Timing, Multi-Valve","2008","1705.076","0.555026","23.72923","18.96759","16.18378","21.79591","468.53598","549.12990","407.73705","4612.613","48.70174","213.2998","248.8250","8.8102","1.176485","0.053578","43.94935","0.177","0.731","0.092","0.009","0.000","0.885","0.030","0.000","0.077"
"Truck SUV","Port, Variable Valve Timing, Multi-Valve","2009","1005.368","0.586614","25.03857","19.93128","17.10194","22.77355","445.88196","519.64869","390.23337","4462.375","48.59541","199.8483","241.2298","8.6368","1.209441","0.053728","44.63825","0.190","0.785","0.025","0.005","0.000","0.821","0.017","0.000","0.157"
